 In werkelijkheid produceerde ze geen geluid meer tegenwoordig. Het laatste wat ze zei was: 'Kan je niet even stoppen met praten, niet eens voor een seconde?';j2
 De verschillende tentoonstellingen die dat eerste zomerseizoen te zien waren, vanaf de achtste en laatste impressionistische tentoonstelling in mei tot de Salon des Ind???pendants in augustus, gaven hem de gelegenheid om zich te confronteren met een chaotische mengeling van hedendaagse stijlen.;j2
Er bestaat geen voorspelling.;j2
'Is dat realistisch?';j2
 In zijn brieven was hij erop uit om zulke details van achtergrond te communiceren, en op zeker niveau verwachtte Van Gogh dat zijn kijkers ze ook zouden opnemen.;j2
Toen ik dat aan mijn vrouw had verteld, had ze gewoon gekregen.;j2
Het regime voor gevangenen -- dat onder meer een bad, oefening op de tuinen en vaste maaltijden inhield, hoewel hij het zwakke dieet afwees -- werd geregeld door klokken.;j2
'Heb je dat zelf gemaakt?' vroeg ze, wijzend naar de groente quiche.;j2
Hij was er goed op voorbereid hoe andere kunststudenten zich in een sleur kwamen door te schilderen voordat ze kunnen tekenen met zekerheid.;j2
(De artsen zijn het nog steeds niet eens over de precieze aard van Van Gogh's ziekte, maar het lijkt waarschijnlijk dat het een vorm van temporale lob-epilepsie was, versterkt door een bipolaire stoornis. Er is geen twijfel dat zijn alcoholgebruik en slechte voeding zijn gezondheid hebben verergerd.);j2
'Waarom de mooiste antwoord?' vroeg ze, zoals ze een stuk vlees inspecteerde.;j2
'Voor een dollar krijg je er eentje,' zei de ober.;j2
" Op de nacht van 23-24 december, na een dronken discussie, kreeg Van Gogh een mentale breuk te verduren; hij leek zich op Gauguin te scharen met een scheermes, maar, toen hij werd aangesproken, vluchtte hij, draaide het wapen zich tegen en sneed de lob van zijn linkeroor af.";j2
 In het land had hij vaak gezocht naar modellen die de zware realiteiten van werken hadden ervaren - dienstmeisjes, landarbeiders en wevers - en in de stad ook naar prostituees en daklozen.;j2
Ze lachte afwijzend.;j2
Van Gogh's portret van de kleurenhandelaar Julien Tanguy (1824-1894), een loyaal steunpilaar van de kunstenaars van 'le petit boulevard', behoort tot deze fase van intense persoonlijke identificatie met Japanse kunst (ill. 54).;j2
Aan de muziek op de Top 40-zenders, omdat we die de hele nacht aan het afspelen hadden.;j2
'Wat was het doel van dat?';j2
 Geboren in 1853 in Zundert, Van Gogh groeide op in het Brabantse platteland.;j2
 Maar Vincent verdedigde zich door te vergelijken wat hij probeerde met Delacroix's behandeling van landschap: ' Ik ben er zeker van dat de studies uit de laatste verpakking, getekend met die grote zijden, niet wat ze moeten zijn, maar ik roep je uit om te geloven dat in landschap er een voortdurende poging zal worden gedaan om dingen te masseren door middel van een tekenstijl die probeert uit te drukken hoe de massa's verstrengeld zijn.';j2
Ik wist nog steeds niet waarom ze ze hadden afgenomen, maar ik had het opgegeven.;j2
;j2
 Een avond, nadat ze een beetje later dan gewoon was gekomen - het was een erg stil avond - vroeg ik: 'Kunnen we samen therapie gaan doen?';j2
 Toch was het niet de voorbeeld van zijn Franse medeleerlingen die Van Gogh aanmoedigde om de meest radicale stijlwijzigingen te maken in zijn vroegere Nederlandse werk;j2
 Ik begon weer aan te denken over het verhaal dat ik zou kunnen schrijven over Rebecca. Het zou een mooi verhaal worden, want door haar kon ik alles nog zeggen wat ik nog moest zeggen.;j2
'Wanneer kan ik het u geven?;j2
Ik was niet echt blij met dat, dat ze daar at, omdat het een schande maakte en ik het allemaal moest opruimen.;j2
Hij lijkt te hebben geprobeerd Van Gogh te overtuigen om zijn aandacht te richten op de historische plekken van Arles in plaats van op de kunst.;j2
" En hoewel het schilderij alleenstaand staat, had het in de kunstenaars geest een pendant, Gauguins stoel (ill. 123); in werkelijkheid liet Van Gogh zijn werken elkaar tegenkomen zoals dit, bewust van de plaats die ze hadden in zijn steeds toenemende oeuvre.";j2
 De aanvallen waren immobiliserend, maar tussendoor was Van Goghs denken helder en kon hij goed werken.;j2
Of een tweedehands kledingwinkel - is dat wat jullie willen?;j2
Hij was gefascineerd door de kaart-achtige relatie tussen de sterrenbeelden en liet zijn verbeelding zich voortbewegen naar de mogelijke reis die te maken zou kunnen hebben, verder dan de dood, naar hun sterrenrijk.;j2
'Ok?, dus niet tegen mij uit';j2
Wat zou er gebeuren als we dat meisje kanker zouden laten krijgen?;j2
Ik keek voor het eerst naar haar handen.;j2
Ik dacht dat het gewoon kwam.;j2
Toen ik terugkwam die nacht, vond ik een stukje haar ondergoed achter mijn bank.;j2
;j2
 Het is inderdaad onzeker of Van Gogh's zelfmoord eind juli zijn voorbereidde sluiting op een leven van toenemende pijn was of een kreet om hulp.;j2
Het is niet gemakkelijk om te wennen aan snoepbaren als je gewend bent aan het eten in de mooiste restaurants.;j2
'Ik vind het ook zo.';j2
Ik en mijn vrouw zijn ooit samen naar Lissabon geweest.;j2
 Het hoofdonderwerp dat hem in het begin van 1889 aan het denken en doen bracht, was ideaal om zijn evenwicht te herstellen: een portret van een vrouw die een kooi schommelt.;j2
Ze zijn vaak zeer kleine illusionen, maar die kleine illusionen kunnen zo mooi zijn.;j2
Sommige van hen zag ik afnemen van week op week.;j2
Maar hij werd nu ook geplaagd door een nieuwe angst, van de onvoorspelbaar maar onvermijdelijke herhaling van zijn ziekte.;j2
En van puistjes sissen.;j2
" In dit geval, zoals hij aan Theo vertelde, voelde hij de donkere massa's van de bomen (die twee derde van het canvas beslaan) nog meer stevig impasto in het voorgrond nodig; dit bouwde hij op, 'met dikke laagjes loodwit.";j2
Misschien had ik moeten uitdelen tekenen uit te krassen.;j2
'Ik stond al een tijdje niet op de televisie.';j2
'Vorig jaar';j2
;j2
'Ze maakte ook een beeld van het weerberichter.';j2
" Deze scherpe verschillen werden ook weerspiegeld in hun verschillende smaak in kunst; hoewel ze het eens waren over de kwaliteiten van Millet en Delacroix, ging Gauguin altijd uit naar de klassieke traditie en zoals kalme tekenaars als Raphael, Ingres en Degas, terwijl Van Gogh meer ge??nteresseerd was in romantische, schilders als Daumier (1808-1879), Ziem (1821-1911), Rousseau (1812-1867) en Monticelli.";j2
 Hij stopte met draaien van zijn opnameapparaat en rook nog een sigaret af;j2
Ik had veel te zeggen, maar het kwam niet goed uit.;j2
 Toen Signac naar het zuiden van Frankrijk vertrok eind mei, bleef Van Gogh deze noordwestelijke rand van de stad uitproberen, die gemakkelijk te bereiken was om te lopen vanaf Montmartre, en de idee?n die ze waarschijnlijk hadden besproken, te ontwikkelen.;j2
Ik ontdekte toen dat geluk niet een idee was dat alleen in het verleden of in een toekomst die ik slecht had ingericht tijdens mijn wachten op klanten in de all-night deli.;j2
Deel een Nederlandse wortels en intellectuele vorming 1853-1885;j2
We hebben nog een fles Gavi de Gavi gedronken.;j2
